id,task_name,task_detail,task_assessment,task_behavior,task_feedback,task_duedate,created_at,updated_at,course_id,room_id,task_behavior_extra,average_score,task_assignment_other,task_alert
175,สอบปลายภาค,ข้อสอบ 20 ข้อ  แบบ 4 ตัวเลือก,สอบปลายภาค,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""ทำได้ถูกต้องทุกข้อเลย"",""เก่งจัง"",""เยี่ยมมาก"",""เป็นกำลังใจให้นะคะ""],""disadvantages"":[],""suggestion"":[""ควรตั้งใจเรียนมากกว่านี้"",""ควรอ่านหนังสือให้เยอะ""]}",2019-10-02 02:00:00,2019-09-06 07:01:29.923228,2019-09-06 07:21:26.542898,105,127,"{""type"":""คะแนน (scoring)"",""score"":""20""}",14,"",2019-10-01 02:01:00
176,ใบงานที่1,ส่งวันที่ 15 สิงหาคม,แบบฝึกหัด,คะแนน (scoring),"{""quality"":[{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""ออกแบบได้สวยงาม"",""รายละเอียดครบถ้วน""],""disadvantages"":[""ปรับปรุงลายมือให้สวยงามขึ้น""],""suggestion"":[]}",2019-09-09 21:18:00,2019-09-06 07:01:30.235231,2019-09-06 07:22:30.073399,106,139,"{""type"":""คะแนน (scoring)"",""score"":""10""}",8,"",2019-09-07 21:18:00
177,สอบปลายภาค,ข้อสอบ 20 ข้อ แบบ 4 ตัวเลือก,สอบปลายภาค,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""ทำได้ครบทุกข้อเลย"",""เก่งจังครับ"",""ครูเป็นกำลังใจให้นะครับ""],""disadvantages"":[],""suggestion"":[""ควรอ่านหนังสือให้มากขึ้น""]}",2019-09-30 01:00:00,2019-09-06 07:01:30.89287,2019-09-06 07:22:39.051262,112,128,"{""type"":""คะแนน (scoring)"",""score"":""20""}",15,"",2019-09-27 01:00:00
178,สอบปลายภาค,สอบข้อเขียน จำนวน 20 ข้อแบบ 4 ตัวเลือก,สอบปลายภาค,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""ตอบถูกทุกข้อถูก"",""เก่งมากค่ะ"",""ครูเป็นกำลังใจให้นะคะ""],""disadvantages"":[],""suggestion"":[""ควรอ่านหนังสือให้มากขึ้น""]}",2019-09-30 01:00:00,2019-09-06 07:01:33.783399,2019-09-06 07:22:44.537834,110,129,"{""type"":""คะแนน (scoring)"",""score"":""20 คะแนน""}",15,"",2019-09-27 01:00:00
181,สอบปลายภาค,ข้อสอบ 20 ข้อ แบบ 4 ตัวเลือก,สอบปลายภาค,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""ทำได้ถูกต้องทุกข้อ"",""เก่งมากค่ะ""],""disadvantages"":[],""suggestion"":[""ควรอ่านหนังสือให้มากขึ้น""]}",2019-09-30 07:00:00,2019-09-06 07:01:54.06334,2019-09-06 07:26:32.700317,102,124,"{""type"":""คะแนน (scoring)"",""score"":""20 คะแนน""}",14,"",2019-09-27 01:00:00
190,สอบปลายภาค,นักเรียน 22 คน,สอบปลายภาค,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""ทำได้ครบทุกข้อ""],""disadvantages"":[""ควรอ่านหนังสือให้มากขึ้น""],""suggestion"":[""ควรอ่านหนังสือให้มากขึ้น""]}",2019-10-08 07:03:00,2019-09-06 07:03:42.168479,2019-09-06 07:03:42.168479,146,159,"{""type"":""คะแนน (scoring)"",""score"":""""}",0,"",2019-09-06 07:03:00
191,ข้อสอบปลายภาคเรียน ปี 2562,ทำคะแนนให้ได้มากกว่า 20 ข้อ,สอบปลายภาค,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""ทำข้อสอบผ่านทุกข้อ""],""disadvantages"":[""อ่านหนังสือมากขึ้น""],""suggestion"":[""ทบทวนบทเรียน""]}",2019-09-20 07:02:00,2019-09-06 07:03:57.929389,2019-09-06 07:03:57.929389,141,153,"{""type"":""คะแนน (scoring)"",""score"":""20""}",0,"",2019-09-19 07:02:00
185,สอบปลายภาค,ข้อสอบ 20 ข้อ แบบ 4 ตัวเลือก,สอบปลายภาค,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""ทำได้ถูกต้องทุกข้อ"",""ทำได้ถูกต้องเกือบทุกข้อ"",""เก่งมากคับ""],""disadvantages"":[],""suggestion"":[""ควรอ่านหนังสือให้มากขึ้น"",""ขยันขึ้นหน่อยนะ""]}",2019-09-30 01:00:00,2019-09-06 07:02:08.650959,2019-09-06 07:23:07.822679,113,144,"{""type"":""คะแนน (scoring)"",""score"":""20""}",17,"",2019-09-27 01:00:00
183,สร้างสรรค์เห็ดหรรษา,ให้นักเรียนสร้างสรรค์ชิ้นงาน  โดยการระบายสีน้ำลงในดอกเห็ด  และปะติดกระดาษลงในก้านเห็ด  พร้อมประกอบเป็นเห็ดหรรษา,กิจกรรมชั้นเรียน,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""}],""advantages"":[""ชิ้นงานมีความสวยงาม  "",""ชิ้นงานมีความละเอียด  เรียบร้อยดีมาก""],""disadvantages"":[""ควรเพิ่มความละเอียดให้มากขึ้น""],""suggestion"":[]}",2019-09-11 07:01:00,2019-09-06 07:01:58.369053,2019-09-06 07:23:25.488181,121,120,"{""type"":""คะแนน (scoring)"",""score"":""10""}",8,"",2019-09-10 07:01:00
188,ข้อสอบปลายภาค,ข้อสอบปลายภาค ปีการศึกษา,สอบปลายภาค,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""เยี่ยมมาก"",""ส่วนใหญ่ตอบถูกทุกๆ ข้อ"",""ครูบัชเป็นกำลังใจ สู้ๆ ครับ ไฟต์ติ๊ง""],""disadvantages"":[],""suggestion"":[""พยายามอ่านหนังสือให้มากๆ""]}",2019-09-30 02:00:00,2019-09-06 07:03:19.79326,2019-09-06 07:26:48.033653,138,154,"{""type"":""คะแนน (scoring)"",""score"":""20""}",15,"",2019-09-27 02:00:00
189,สอบปลายภาค,20 ข้อ  4 ตัวเลือก,สอบปลายภาค,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""ทำให้ครบทุกข้อ"",""เก่งมากค่ะ"",""เป็นกำลังใจให้น่ะ""],""disadvantages"":[""อ่านหนังสือให้มากกว่านี้""],""suggestion"":[""ตั้งใจอ่านหนังสือน่ะ""]}",2019-09-20 07:01:00,2019-09-06 07:03:31.254824,2019-09-06 07:29:34.166388,120,135,"{""type"":""คะแนน (scoring)"",""score"":""20""}",19,"",2019-09-18 07:03:00
186,สอบปลายภาค ,จำนวนข้อสอบ 20 ข้อ,สอบปลายภาค,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[],""disadvantages"":[],""suggestion"":[]}",2019-10-01 02:00:00,2019-09-06 07:02:25.95778,2019-09-06 07:27:51.751856,118,142,"{""type"":""คะแนน (scoring)"",""score"":""30""}",22,"",2019-09-27 07:01:00
124,ประวัติส่วนตัว (รู้จักตนเอง),"",อื่นๆ,คะแนน (scoring),"{""quality"":[{""score"":""8"",""text"":""ดีมาก""},{""score"":""6"",""text"":""ดี""},{""score"":""4"",""text"":""พอใช้""},{""score"":""2"",""text"":""ควรปรับปรุง""}],""advantages"":[""ออกแบบได้สวยงาม"",""ชิ้นงานสะอาดเรียบร้อย""],""disadvantages"":[""ลายมือไม่สวยงาม อ่านไม่เข้าใจ"",""งานไม่สะอาด ""],""suggestion"":[""ควรปรับปรุงลายมือให้สวย"",""ควรปรับปรุงความสะอาดของชิ้นงาน""]}",2019-09-10 06:44:00,2019-09-06 06:51:39.180352,2019-09-06 07:24:34.687719,114,136,"{""type"":""คะแนน (scoring)"",""score"":"" 10 คะแนน""}",8,ใบงาน,2019-09-09 06:44:00
147,ใบงาน Family Tree,ส่งวันวันที่ 16 กันยายน 2562,อื่นๆ,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""ระบุสิ่งที่มีในโรงเรียนได้ถูกต้อง"",""วาดรูปสวยงาม""],""disadvantages"":[""ข้อมูลยังไม่ครบ"",""ไม่ลงสีรูปภาพ""],""suggestion"":[""ศึกษาหาข้อมูลเพิ่มเติม"",""ระบายสีให้สวยงาม""]}",2019-09-16 01:00:00,2019-09-06 06:56:27.481251,2019-09-06 07:22:43.41568,102,124,"{""type"":""คะแนน (scoring)"",""score"":""5 คะแนน""}",5,ชิ้นงาน,2019-09-13 01:00:00
152,ใบงานmyfarm,ใช้การสำรวจชุมชน,กิจกรรมชั้นเรียน,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""วาดรูปได้สวยงาม"",""ระบุสิ่งมีชีวิตได้ถูกต้อง""],""disadvantages"":[""รูปที่วาดดูยาก ลงสีไม่สวยงาม"",""ระบุชื่อไม่ถูกต้อง""],""suggestion"":[""อาจลงพื้นที่หาข้อมูลเพื่อเติม หรืออาจค้นหาข้อมูลทางกินเทอร์เน็ต"",""วาดรูปแล้วควรลงสีให้สวยงาม""]}",2019-09-16 01:00:00,2019-09-06 06:56:51.58259,2019-09-06 07:22:44.950474,104,140,"{""type"":""คะแนน (scoring)"",""score"":""10""}",8,"",2019-09-22 01:00:00
146,ใบงาน  เรื่องสมุนไพร,ใช้ตอนสำรวจชุมชน,กิจกรรมชั้นเรียน,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""วาดรูปได้สวยงาม"",""ข้อมูลครบถ้วน"",""มีแหล่งอ้างอิงที่ดี""],""disadvantages"":[""ลายมือยังไม่สวยงาม  ไม่เป็นระเบียบ"",""เนื้อหาไม่สมบูรณ์"",""ข้อมูลน้อยเกินไป"",""ระบุชื่อสมุนไพรยังไม่มถูกต้อง""],""suggestion"":[""ควรพัฒนาลายมือให้สวยงาม  เรียบร้อยมากกว่านี้"",""ควรเพิ่มเนื้อหาไห้มีความสมบูรณ์มากกว่านี้""]}",2019-09-11 03:00:00,2019-09-06 06:56:23.351857,2019-09-06 07:22:47.398781,105,127,"{""type"":""คะแนน (scoring)"",""score"":""10""}",8,"",2019-09-10 02:00:00
184,แบบบันทึกการสำรวจพืชในชุมชน,สำรวจ สังเกต และรวบรวมพืช ที่พบบริเวณโรงเรียนและชุมชน,ปฏิบัติการ,rating scale,"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""เขียนสะกดคำชื่อพืชได้ถูกต้อง"",""สำรวจได้ชนิดของพืชที่หลากหลายกว่าเกณฑ์ที่กำหนด""],""disadvantages"":[""เขียนสะกดคำชื่อพืชไม่ถูกถูก""],""suggestion"":[""ค้นหาต้นแบบการเขียนชื่อพืชที่ถูกต้องจากสื่อต่างๆ"",""ฝึกเขียนสะกดคำซ้ำๆ""]}",2019-09-12 08:00:00,2019-09-06 07:02:05.029054,2019-09-06 07:24:38.212005,139,151,"{""type"":""rating scale"",""score"":""4"",""data"":[{""value1"":""4"",""value2"":""ดีเยี่ยม""},{""value1"":""3"",""value2"":""ดี""},{""value1"":""2"",""value2"":""พอใช้""},{""value1"":""1"",""value2"":""ปรับปรุง""}]}",3,"",2019-09-11 07:00:00
156,Mind Map สรุปการการหาข้อมูลแหล่งเรียนรุ้,ส่งวันจันทร์ ที่ 9 กันยายน 2562,อื่นๆ,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""ออกแบบได้สวยงาม"",""มีรายละเอียดครบถ้วน""],""disadvantages"":[""ลายมือควรปรับปรุง"",""แผนภาพยังไม่สมบูรณ์""],""suggestion"":[""ปรับปรุงลายมือให้สวยงามยิ่งขึ้น"",""ควรใส่รายละเอียดของแผนภาพให้สมบูรณ์""]}",2019-09-09 02:00:00,2019-09-06 06:57:04.133875,2019-09-06 07:25:48.992124,138,154,"{""type"":""คะแนน (scoring)"",""score"":""10""}",8,"",2019-09-06 09:00:00
197,โครงงาน,"",ปฏิบัติการ,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[],""disadvantages"":[],""suggestion"":[]}",,2019-09-06 07:17:05.324399,2019-09-06 07:17:31.198146,148,162,"{""type"":""คะแนน (scoring)"",""score"":""20""}",0,"",
198,แบบทดสอบหลังเรียน,"",ทดสอบย่อย,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""เยี่ยมมาก""},{""score"":""3"",""text"":""ดีมาก""},{""score"":""2"",""text"":""เกือบดีแล้วคะ""},{""score"":""1"",""text"":""พยายามอีกนะคะ""}],""advantages"":[],""disadvantages"":[],""suggestion"":[]}",,2019-09-06 07:19:41.550703,2019-09-06 07:19:41.550703,148,162,"{""type"":""คะแนน (scoring)"",""score"":""10""}",0,"",
119,mind map สรุปการอ่าน,การอ่านอาหารจากฟักทอง,อื่นๆ,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""ออกแบบได้สวยงาม"",""มีรายละเอียดครบถ้วน""],""disadvantages"":[""ควรใส่รายละเอียดของแผนภาพให้สมบูรณ์"",""ลายมือยังไม่สวย"",""องค์ประกอบของแผนผังความคิดไม่ครบ""],""suggestion"":[]}",,2019-09-06 06:48:31.012448,2019-09-06 07:20:13.212994,119,121,"{""type"":""คะแนน (scoring)"",""score"":""10 ""}",10,ชิ้นงาน mind map,
187,สอบปลายภาค,ข้อสอบ 20 ข้อ แบบ 4 ตัวเลือก,สอบปลายภาค,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""ทำได้ครบทุกข้อเลย"",""ครูเป็นกำลังใจให้นะคะ""],""disadvantages"":[],""suggestion"":[""ควรอ่านหนังสือให้มากขึ้น""]}",2019-09-28 01:01:00,2019-09-06 07:03:01.397431,2019-09-06 07:22:42.697624,104,140,"{""type"":""คะแนน (scoring)"",""score"":""20""}",16,"",2019-09-27 01:00:00
117,วาดภาพสิ่งที่ตนเองสนใจอยากเรียน,ให้นักเรียนวาดภาพสิ่งที่ตนเองสนใจอยากเรียนรู้  พร้อมทั้งบอกเหตุผลที่อยากเรียน  ให้ผู้ปกครองช่วยบันทึกคำพูดของนักเรียนลงในชิ้นงาน,การบ้าน,คะแนน (scoring),"{""quality"":[{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""วาดภาพได้สวยงาม  เรียบร้อย  "",""มีการบันทึกคำพูดเกี่ยวกับเหตุผลที่อยากเรียนรู้  ลงในชิ้นงานให้เข้าใจได้""],""disadvantages"":[""ควรบันทึกคำพูดลงในชิ้นงาน  เกี่ยวกับเหตุผลที่อยากเรียนรู้ลงไปด้วย""],""suggestion"":[]}",2019-09-09 17:00:00,2019-09-06 06:46:58.13938,2019-09-06 07:23:08.46494,121,120,"{""type"":""คะแนน (scoring)"",""score"":""10""}",10,"",2019-09-09 06:52:00
121,My map ครอบครัวของฉัน,ส่งวันที่ 10 กันยายน 2562,อื่นๆ,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""ออกแบบได้สร้างสรรค์"",""องค์ประกอบครบถ้วน""],""disadvantages"":[""ลายมือยังไม่สวย"",""องค์ประกอบของแผนภาพยังไม่ครบ""],""suggestion"":[""ปรับปรุงลายมือให้สวยขึ้น"",""ควรใส่องค์ประกอบของแผนภาพให้ครบถ้วน""]}",2019-09-10 06:50:00,2019-09-06 06:51:33.706741,2019-09-06 07:24:44.105078,115,141,"{""type"":""คะแนน (scoring)"",""score"":""10 คะแนน""}",8,ชิ้นงาน,2019-09-09 06:51:00
167,สอบปรายภาค,ข้อสอบ 20 ข้อ,สอบปลายภาค,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""ทำได้ครบทุกข้อ"",""เก่งมากๆ""],""disadvantages"":[],""suggestion"":[]}",2019-09-30 01:00:00,2019-09-06 07:01:03.347216,2019-09-06 07:26:19.36362,100,126,"{""type"":""คะแนน (scoring)"",""score"":""20 คะแนน""}",18,"",2019-09-27 01:00:00
193,สอบปลายภาค,ทดสอบ,สอบปลายภาค,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""ทำถูกทุกข้อ""],""disadvantages"":[""ทำได้ต่ำกว่าเกณฑ์""],""suggestion"":[""สอบแก้ตัว""]}",2019-10-07 01:30:00,2019-09-06 07:05:32.030908,2019-09-06 07:28:26.459678,139,151,"{""type"":""คะแนน (scoring)"",""score"":""15""}",10,"",2019-10-04 08:30:00
196,แผนที่โรงเรียน,เขียนแผนที่บริเวณโรงเรียน,อื่นๆ,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""สวยงาม"",""สะอาด"",""ถูกต้อง""],""disadvantages"":[""มีรอยลบมากเกินไป"",""แผนที่ดูไม่ชัดเจน""],""suggestion"":[""เขียนแผนที่ให้ชัดเจน"",""ต้องใจเขียนแผนที่ให้มากกว่านี้""]}",2019-09-18 07:09:00,2019-09-06 07:09:37.700629,2019-09-06 07:29:43.509742,120,135,"{""type"":""คะแนน (scoring)"",""score"":""10""}",9,ชิ้นงาน,2019-09-17 07:09:00
138,mind map สรุปการอ่าน,ใช้ตอนสำรวจชุมชน,การบ้าน,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง ""}],""advantages"":[""มีรายละเอียดครบถ้วน"",""ลายมือสวยงาม"",""เขียนคำได้ถูกต้อง"",""ออกแบบได้สวยงาม""],""disadvantages"":[""ลายมือยังไม่สวย""],""suggestion"":[""พัฒนาลายมือให้สวยขึ้น "",""ใส่องค์ประกอบในแผนผังความคิดให้ครบถ้วน""]}",2019-09-09 01:00:00,2019-09-06 06:52:45.54578,2019-09-06 07:20:16.171754,119,121,"{""type"":""คะแนน (scoring)"",""score"":""10 ""}",10,"",2019-09-08 01:00:00
160,สอบปลายภาค,แบบทดสอบ แบบ 4 ตัวเลือก 40 ข้อ,สอบปลายภาค,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[],""disadvantages"":[],""suggestion"":[]}",2019-09-10 01:30:00,2019-09-06 06:58:37.406906,2019-09-06 07:20:23.312449,119,121,"{""type"":""คะแนน (scoring)"",""score"":""20""}",20,"",2019-09-09 01:00:00
123,Mind map สรุปการอ่าน,ส่งวันจันทร์ที่ 9 กัยายน 2562,อื่นๆ,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""ออกแบบได้สวยงาม"",""มีรายละเอียดครบถ้วน"",""ชิ้นงานมีความสมบูรณ์""],""disadvantages"":[""ลายมือยังไม่สวย"",""องค์ประกอบของแผนภาพยังไม่ครบ""],""suggestion"":[""พัฒนาลายมือให้สวยขึ้น และเขียนให้เป็นระเบียบ"",""ใส่องค์ประกอบของแผนภาพให้ครบถ้วนตามเรื่องที่อ่าน""]}",2019-09-09 01:00:00,2019-09-06 06:51:39.147204,2019-09-06 07:22:27.432149,112,128,"{""type"":""คะแนน (scoring)"",""score"":""10""}",8,ชิ้นงาน,2019-09-08 01:00:00
131,mind map   สรุปชิ้นงาน,ส่งวันจันทร์ที่ 9 กันยายน 2562,อื่นๆ,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""ออกแบบได้สวยงาม"",""มีรายละเอียดครบถ้วน"",""สะอาดเรียบร้อย""],""disadvantages"":[""ลายมือยังไม่สวยขึ้น"",""องค์ประกอบของแผนภาพยังไม่ครบ""],""suggestion"":[""ลายมือให้สวยขึ้น และเขียนให้เป็นระเบียบ"",""ใส่องค์ประกอบให้ครบถ้วน""]}",2019-09-09 02:00:00,2019-09-06 06:51:47.277845,2019-09-06 07:22:32.388565,111,130,"{""type"":""คะแนน (scoring)"",""score"":""10""}",8,"",2019-09-08 01:00:00
195,บันทึกผลการเจริญเติบโตของเห็ด,ให้นักเรียนสังเกตการเจริญเติบโตของเห็ด  พร้อมทั้งบันทึกผลการเจริญเติบโตของเห็ดเป็นภาพวาด  และให้ผู้ปกครองบันทึกคำพูดของเด็กลงไปในแบบบันทึก  ในทุก ๆ วัน  จนครบ  12  วัน,การบ้าน,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""มีการบันทึกรายละเอียดครบทุกวัน"",""มีรายละเอียดของภาพดีมาก  "",""มีการบันทึกคำพูดของนักเรียนจากการสังเกตการเจริญของเห็ด  ครบถ้วน""],""disadvantages"":[""ควรบันทึกคำพูดของนักเรียนลงในแบบบันทึกฯด้วย  เพื่อให้เข้าใจได้มากยิ่งขึ้น""],""suggestion"":[]}",2019-09-27 07:08:00,2019-09-06 07:08:31.998588,2019-09-06 07:23:33.809994,121,120,"{""type"":""คะแนน (scoring)"",""score"":""30""}",30,"",2019-09-26 07:08:00
134,mind map สรุปการอ่าน,ส่งวันที่ 9 ก.ย. 2562,กิจกรรมชั้นเรียน,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""ออกแบบได้สวยงาม มีรายละเอียดครบถ้วน"",""ยอดเยี่ยม"",""ดีมาก""],""disadvantages"":[""ลายมือไม่สวย"",""ควรเพิ่มรายละเอียด""],""suggestion"":[""ควรปรับปรุงลายมือให้สวยขึ้น"",""ควรเพิ่มรายละเอียดของชิ้นงาน""]}",2019-09-11 06:51:00,2019-09-06 06:52:01.86139,2019-09-06 07:25:02.735181,118,142,"{""type"":""คะแนน (scoring)"",""score"":""10""}",8,"",2019-09-10 06:51:00
159,ใบงาน คลองห้วยน้ำดำ,"",อื่นๆ,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""วาดรูปสวยงาม"",""ระบุชื่อสิ่งมีชีวิตดได้ถูกต้องดีมาก""],""disadvantages"":[""รูปที่วาดดูยาก"",""เขียนส่ิงมีชีวิตที่พบเจอให้เยอะ""],""suggestion"":[""ค้นหาข้อมูลเพ่ิมเติมทางอินเทอร์เน็ต"",""วาดรูปแล้วควรลงสีให้สวยงาม""]}",2019-09-16 01:00:00,2019-09-06 06:57:32.034309,2019-09-06 07:34:10.24509,107,132,"{""type"":""คะแนน (scoring)"",""score"":""10""}",9,ชิ้นงาน,2019-09-13 01:00:00
126,สรุปเนื้อหา,ส่ง 15 กันยายน 2562,การบ้าน,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""เนื้อหาครบ "",""เข้าใจง่าย"",""เป็นระเบียบ เรียบร้อย"",""ชิ้นงานมีความสมบูรณ์""],""disadvantages"":[""ลายมือยังไม่สวยงาม"",""สีสันไม่น่าสนใจ""],""suggestion"":[""ปรับปรุงลายมือให้สวยขึ้น"",""เพิ่มสีสันให้น่าสนใจ""]}",2019-09-16 01:30:00,2019-09-06 06:51:39.623065,2019-09-06 07:26:16.158658,100,126,"{""type"":""คะแนน (scoring)"",""score"":""50""}",40,"",2019-09-13 06:00:00
